,Title,Summary,Director,Writer,Main Genres,Release Year,Runtime (Minutes),Rating (Out of 10),metadata
4757,meksika açmazi,"Movie adaptation of a very famous local podcast show of Meksika Açmazi. In this show, 3 famous Turkish comedian Mesut Süre, AnlatanAdam and Fazli Polat discuss wide range of daily issues we are facing and look at the situation in very different aspects. In the movie, they receive an offer for a carpet commercial in Cappadocia where Mesut also wants to get together wit... Read all",Alper Mestçi,"Anlatanadam,Mesut Süre,Fazli Polat",Comedy,2023.0,,5.9,movie adaptation famous local podcast show meksika mazi show famous turkish comedian mesut anlatanadam fazli polat discus wide range daily issue facing look situation different aspect movie receive offer carpet commercial cappadocia mesut also want get together wit read anlatanadam mesut fazli polat alper mest comedy
4758,flesh+blood,"In medieval Europe, a young girl from a noble family is obsessed with her captors - commoners.",Paul Verhoeven,"Gerard Soeteman,Paul Verhoeven","Adventure,Drama",1985.0,126.0,6.7,medieval europe young girl noble family obsessed captor commoner gerard soeteman paul verhoeven paul verhoeven adventure drama
4759,the professor and the madman,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the 19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",Farhad Safinia,"Farhad Safinia,Todd Komarnicki,Simon Winchester","Biography,Drama,History",2019.0,124.0,7.2,professor james murray begin work compiling word first edition oxford english dictionary th century receives entry patient broadmoor criminal lunatic asylum dr william minor farhad safinia todd komarnicki simon winchester farhad safinia biography drama history
4760,infernal affairs,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.","Andrew Lau,Alan Mak","Alan Mak,Felix Chong","Action,Crime,Drama",2002.0,101.0,8.0,story mole police department undercover cop objective find mole cop alan mak felix chong andrew lau alan mak action crime drama
4761,the skeleton key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,Iain Softley,Ehren Kruger,"Drama,Horror,Mystery",2005.0,104.0,6.5,hospice nurse working spooky new orleans plantation home find entangled mystery involving house dark past ehren kruger iain softley drama horror mystery
4762,t.i.m.,Prosthetics engineer Abi moves to the countryside to work on Integrate Robotic's latest product - a humanoid artificial intelligence called T.I.M. - Technologically. Integrated. Manservant.,Spencer Brown,"Sarah Govett,Spencer Brown","Sci-Fi,Thriller",2023.0,101.0,5.5,prosthetics engineer abi move countryside work integrate robotic latest product humanoid artificial intelligence called technologically integrated manservant sarah govett spencer brown spencer brown sci fi thriller
4763,sputnik,The lone survivor of an enigmatic spaceship incident hasn't returned home alone - hiding inside his body is a dangerous creature.,Egor Abramenko,"Oleg Malovichko,Andrey Zolotarev","Drama,Horror,Mystery",2020.0,113.0,6.4,lone survivor enigmatic spaceship incident returned home alone hiding inside body dangerous creature oleg malovichko andrey zolotarev egor abramenko drama horror mystery
4764,the descent: part 2,"Refusing to believe her story about cave-dwelling monsters, the sole survivor of a spelunking exploration gone horribly wrong is forced to follow the authorities back into the caves where something awaits.",Jon Harris,"J Blakeson,James McCarthy,James Watkins","Adventure,Horror,Thriller",2009.0,94.0,5.7,refusing believe story cave dwelling monster sole survivor spelunking exploration gone horribly wrong forced follow authority back cave something awaits j blakeson james mccarthy james watkins jon harris adventure horror thriller
4765,summer school,"Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the test.",Carl Reiner,"Jeff Franklin,David Dashev,Stuart Birnbaum","Comedy,Romance",1987.0,97.0,6.6,freddy gym teacher teach remedial english summer high school want tenure teach gym student want fun emphasis field trip fired unless student pas test jeff franklin david dashev stuart birnbaum carl reiner comedy romance
4766,abraham lincoln: vampire hunter,"Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",Timur Bekmambetov,,"Action,Fantasy,Horror",2012.0,105.0,5.9,abraham lincoln th president united state discovers vampire planning take united state make mission eliminate timur bekmambetov action fantasy horror
4767,the devils,"In 17th-century France, Father Urbain Grandier's protection of the city of Loudun from the corrupt Cardinal Richelieu is undermined by a sexually repressed nun's accusation of witchcraft.",Ken Russell,"John Whiting,Ken Russell,Aldous Huxley","Biography,Drama,History",1971.0,111.0,7.7,th century france father urbain grandier protection city loudun corrupt cardinal richelieu undermined sexually repressed nun accusation witchcraft john whiting ken russell aldous huxley ken russell biography drama history
4768,dumbo,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",Tim Burton,"Harold Pearl,Helen Aberson,Helen Aberson(uncredited),Ehren Kruger,Harold Pearl(uncredited)","Adventure,Family,Fantasy",2019.0,112.0,6.3,young elephant whose oversized ear enable fly help save struggling circus circus plan new venture dumbo friend discover dark secret beneath shiny veneer harold pearl helen aberson helen aberson uncredited ehren kruger harold pearl uncredited tim burton adventure family fantasy
4769,solaris,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,Steven Soderbergh,"Steven Soderbergh,Stanislaw Lem","Drama,Mystery,Romance",2002.0,99.0,6.2,troubled psychologist sent investigate crew isolated research station orbiting bizarre planet steven soderbergh stanislaw lem steven soderbergh drama mystery romance
4770,stir of echoes,"After being hypnotized by his sister-in-law, a man begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around him.",David Koepp,"David Koepp,Richard Matheson","Horror,Mystery,Thriller",1999.0,99.0,6.9,hypnotized sister law man begin seeing haunting vision girl ghost mystery begin unfold around david koepp richard matheson david koepp horror mystery thriller
4771,skyggen i mit øje,The fates of several Copenhagen residents collide when a WWII bombing mission accidentally targets a school full of children.,Ole Bornedal,Ole Bornedal,"Drama,History,War",2021.0,107.0,7.3,fate several copenhagen resident collide wwii bombing mission accidentally target school full child ole bornedal ole bornedal drama history war
4772,14 and under,"A series of ""sex reports"" intended to address the issue of pedophilia in the early 1970s.",Ernst Hofbauer,Günther Heller,Comedy,1973.0,87.0,4.9,series sex report intended address issue pedophilia early g nther heller ernst hofbauer comedy
4773,cutthroat island,A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.,Renny Harlin,"Michael Frost Beckner,James Gorman,Bruce A. Evans","Action,Adventure,Comedy",1995.0,124.0,5.7,female pirate companion race rival find hidden island contains fabulous treasure michael frost beckner james gorman bruce evans renny harlin action adventure comedy
4774,malibu's most wanted,"A senator arranges for his son, a rich white kid who fancies himself black, to be kidnapped by a couple of black actors pretending to be murderers to try and shock him out of his plans to become a rapper.",John Whitesell,"Fax Bahr,Jamie Kennedy,Adam Small","Comedy,Crime",2003.0,86.0,5.2,senator arranges son rich white kid fancy black kidnapped couple black actor pretending murderer try shock plan become rapper fax bahr jamie kennedy adam small john whitesell comedy crime
4775,nightbreed,"A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",Clive Barker,,"Action,Fantasy,Horror",1990.0,102.0,6.5,troubled young man drawn mythical place called midian variety friendly monster hiding humanity meanwhile sadistic serial killer looking patsy clive barker action fantasy horror
4776,awake,"After a devastating global event wiped out all electronics and eliminated people's ability to sleep, a former soldier may have found a solution with her daughter.",Mark Raso,"Mark Raso,Gregory Poirier,Joseph Raso","Action,Adventure,Drama",2021.0,96.0,4.9,devastating global event wiped electronics eliminated people ability sleep former soldier may found solution daughter mark raso gregory poirier joseph raso mark raso action adventure drama
4777,the iceman,"The story of Richard Kuklinski, the notorious contract killer and family man. When he was finally arrested in 1986, neither his wife nor his daughters had any clue about his real profession.",Ariel Vromen,"Anthony Bruno,Ariel Vromen,Morgan Land","Biography,Crime,Drama",2012.0,106.0,6.8,story richard kuklinski notorious contract killer family man finally arrested neither wife daughter clue real profession anthony bruno ariel vromen morgan land ariel vromen biography crime drama
4778,troll hunter,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",André Øvredal,André Øvredal,"Drama,Fantasy,Horror",2010.0,103.0,6.9,group student investigates series mysterious bear killing learns much dangerous thing going start follow mysterious hunter learning actually troll hunter andr vredal andr vredal drama fantasy horror
4779,the last castle,A court-martialed General rallies together twelve hundred inmates to rise against a corrupt and sadistic warden.,Rod Lurie,"David Scarpa,Graham Yost","Action,Drama,Thriller",2001.0,131.0,6.9,court martialed general rally together twelve hundred inmate rise corrupt sadistic warden david scarpa graham yost rod lurie action drama thriller
4780,deep rising,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.",Stephen Sommers,Stephen Sommers,"Action,Adventure,Horror",1998.0,106.0,6.1,group heavily armed hijacker board luxury ocean liner south pacific ocean loot battle series large sized tentacled man eating sea creature already invaded ship stephen sommers stephen sommers action adventure horror
4781,the blue caftan,A middle-aged tailor and his wife find their relationship challenged by the arrival of a handsome new apprentice.,Maryam Touzani,"Nabil Ayouch,Maryam Touzani","Drama,Romance",2022.0,122.0,7.6,middle aged tailor wife find relationship challenged arrival handsome new apprentice nabil ayouch maryam touzani maryam touzani drama romance
4782,bolero,"Set in the 1920s, a young woman sets out to lose her virginity. Her mission leads her to a Moroccan sheikh and a Spanish bullfighter.",John Derek,John Derek,"Comedy,Drama,Romance",1984.0,105.0,3.0,set young woman set lose virginity mission lead moroccan sheikh spanish bullfighter john derek john derek comedy drama romance
4783,best sellers,"A cranky, retired author reluctantly embarks on a final book tour to help out a young publisher.",Lina Roessler,Anthony Grieco,"Comedy,Drama",2021.0,102.0,6.2,cranky retired author reluctantly embarks final book tour help young publisher anthony grieco lina roessler comedy drama
4784,beyond the valley of the dolls,"Three girls come to Hollywood to make it big, but find only sex, drugs, and sleaze.",Russ Meyer,"Russ Meyer,Roger Ebert","Comedy,Drama,Music",1970.0,109.0,6.1,three girl come hollywood make big find sex drug sleaze rus meyer roger ebert rus meyer comedy drama music
4785,be cool,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way.",F. Gary Gray,"Elmore Leonard,Peter Steinfeld","Comedy,Crime,Music",2005.0,118.0,5.6,disenchanted movie industry chili palmer try music industry meeting romancing widow music executive way elmore leonard peter steinfeld f gary gray comedy crime music
4786,society,An ordinary teenage boy discovers his family is part of a gruesome orgy cult for the social elite.,Brian Yuzna,"Rick Fry,Zeph E. Daniel","Comedy,Horror",1989.0,99.0,6.5,ordinary teenage boy discovers family part gruesome orgy cult social elite rick fry zeph e daniel brian yuzna comedy horror
4787,the postman always rings twice,A married woman and a drifter fall in love and then plot to murder her husband.,Tay Garnett,"Niven Busch,James M. Cain,Harry Ruskin","Crime,Drama,Film-Noir",1946.0,113.0,7.4,married woman drifter fall love plot murder husband niven busch james cain harry ruskin tay garnett crime drama film noir
4788,windtalkers,"Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.",John Woo,"John Rice,Joe Batteer","Action,Drama,War",2002.0,134.0,6.1,two u marine world war ii assigned protect navajo marine use native language unbreakable radio cypher john rice joe batteer john woo action drama war
4789,national treasure 3,The plot is unknown at this time.,,Chris Bremner,"Action,Adventure,Family",2002.0,134.0,,plot unknown time chris bremner action adventure family
4790,out of the blue,"Connor, a man whose dull life is transformed into a thrilling fantasy world thanks to the seductive Marilyn.",Neil LaBute,Neil LaBute,"Crime,Drama,Mystery",2022.0,104.0,4.4,connor man whose dull life transformed thrilling fantasy world thanks seductive marilyn neil labute neil labute crime drama mystery
4791,life itself,"As a young New York City couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",Dan Fogelman,Dan Fogelman,"Drama,Romance",2018.0,117.0,6.9,young new york city couple go college romance marriage birth first child unexpected twist journey create reverberation echo continent lifetime dan fogelman dan fogelman drama romance
4792,kind hearts and coronets,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,Robert Hamer,"Roy Horniman,Robert Hamer,John Dighton","Comedy,Crime",1949.0,106.0,8.0,distant poor relative duke ascoyne plot inherit title murdering eight heir stand ahead line succession roy horniman robert hamer john dighton robert hamer comedy crime
4793,drishyam 2,A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?,Abhishek Pathak,"Aamil Keeyan Khan,Abhishek Pathak,Jeethu Joseph","Crime,Drama,Mystery",2022.0,140.0,8.2,gripping tale investigation family threatened vijay salgaonkar able protect family time aamil keeyan khan abhishek pathak jeethu joseph abhishek pathak crime drama mystery
4794,sydney white,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,Joe Nussbaum,Chad Gomez Creasey,"Comedy,Drama,Romance",2007.0,108.0,6.2,modern retelling snow white set student freshman year college greek system chad gomez creasey joe nussbaum comedy drama romance
4795,a christmas karen,"Karen is an entitled middle-aged woman whose demanding nature has alienated her neighbors and family. After a series of instances displaying her privilege and prejudice, she receives an ""intervention"" by some unconventional spirits.","Lisa Enos Smith,Jon Binkowski",Jon Binkowski,Comedy,2022.0,98.0,4.9,karen entitled middle aged woman whose demanding nature alienated neighbor family series instance displaying privilege prejudice receives intervention unconventional spirit jon binkowski lisa enos smith jon binkowski comedy
4796,the last full measure,"Thirty-four years after his death, Airman William H. ""Pits"" Pitsenbarger is awarded the nation's highest military honor for his actions on the battlefield.",Todd Robinson,Todd Robinson,"Drama,War",2019.0,116.0,6.8,thirty four year death airman william h pit pitsenbarger awarded nation highest military honor action battlefield todd robinson todd robinson drama war
4797,capriccio,"After the renewed flings with their former lovers prove to be disastrously unlike the romantic memories, an unfaithful couple returns to each other.",Tinto Brass,"Mario Soldati,Mario Soldati(uncredited),Tinto Brass","Drama,Romance",1987.0,98.0,4.7,renewed fling former lover prove disastrously unlike romantic memory unfaithful couple return mario soldati mario soldati uncredited tinto brass tinto brass drama romance
4798,lethal weapon 4,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.",Richard Donner,"Jonathan Lemkin,Shane Black,Alfred Gough","Action,Crime,Thriller",1998.0,127.0,6.6,personal crisis age weighing lapd officer riggs murtaugh must contend deadly chinese triad trying free former leader prison onto american soil jonathan lemkin shane black alfred gough richard donner action crime thriller
4799,the american president,"A widowed U.S. President running for reelection and an environmental lobbyist fall in love. It's all above-board, but ""politics is perception,"" and sparks fly anyway.",Rob Reiner,Aaron Sorkin,"Comedy,Drama,Romance",1995.0,114.0,6.8,widowed u president running reelection environmental lobbyist fall love board politics perception spark fly anyway aaron sorkin rob reiner comedy drama romance
4800,aka,A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss's young son.,Morgan S. Dalibert,"Alban Lenoir,Morgan S. Dalibert","Action,Crime,Thriller",2023.0,122.0,6.6,steely special ops agent find morality put test infiltrates crime syndicate unexpectedly bond bos young son alban lenoir morgan dalibert morgan dalibert action crime thriller
4801,center of my world,"After a summer spent with his his best friend Kat to escape his family, Phil goes back to school and starts to question his feelings towards Nicholas, a new classmate.",Jakob M. Erwa,"Jakob M. Erwa,Andreas Steinhöfel","Drama,Romance",2016.0,115.0,7.2,summer spent best friend kat escape family phil go back school start question feeling towards nicholas new classmate jakob erwa andreas steinh fel jakob erwa drama romance
4802,crazy heart,A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.,Scott Cooper,"Thomas Cobb,Scott Cooper","Drama,Music,Romance",2009.0,112.0,7.2,faded country music musician forced reassess dysfunctional life doomed romance also inspires thomas cobb scott cooper scott cooper drama music romance
4803,belle,"The biracial daughter, Dido Elizabeth Belle (Gugu Mbatha-Raw), of Royal Navy Captain Sir John Lindsay (Matthew Goode) is raised by aristocratic Great-uncle Lord William Murray, 1st Earl of Mansfield (Tom Wilkinson) in 18th century England.",Amma Asante,Misan Sagay,"Biography,Drama,Romance",2013.0,100.0,7.3,biracial daughter dido elizabeth belle gugu mbatha raw royal navy captain sir john lindsay matthew goode raised aristocratic great uncle lord william murray st earl mansfield tom wilkinson th century england misan sagay amma asante biography drama romance
4804,krisha,"Krisha returns for Thanksgiving dinner after ten years away from her family, but past demons threaten to ruin the festivities.",Trey Edward Shults,Trey Edward Shults,Drama,2015.0,83.0,7.1,krisha return thanksgiving dinner ten year away family past demon threaten ruin festivity trey edward shults trey edward shults drama
4805,demon slayer: kimetsu no yaiba - the movie: mugen train,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",Haruo Sotozaki,"Koyoharu Gotouge,Ufotable","Animation,Action,Adventure",2020.0,117.0,8.2,family brutally murdered sister turned demon tanjiro kamado journey demon slayer began tanjiro comrade embark new mission aboard mugen train track despair koyoharu gotouge ufotable haruo sotozaki animation action adventure
4806,porn to be free,"Porno & libertà is a film documentary about the generation who fought against puritanism and censorship to defend freedom of speech and sexual freedom. From Italy, Denmark and France through to California, the film follows a group of rebels who started a battle against censorship through pornography. Together they shook the church, the politics and the institutions. T... Read all",Carmine Amoroso,Carmine Amoroso,Documentary,2016.0,78.0,6.1,porno libert film documentary generation fought puritanism censorship defend freedom speech sexual freedom italy denmark france california film follows group rebel started battle censorship pornography together shook church politics institution read carmine amoroso carmine amoroso documentary
4807,what ever happened to baby jane?,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,Robert Aldrich,"Henry Farrell,Lukas Heller","Drama,Horror,Thriller",1962.0,134.0,8.0,former child star torment paraplegic sister decaying hollywood mansion henry farrell lukas heller robert aldrich drama horror thriller
4808,troll 2,"A vacationing family discovers that the entire town they're visiting is inhabited by goblins, disguised as humans, who plan to eat them.",Claudio Fragasso,"Claudio Fragasso,Rossella Drudi,Rossella Drudi(uncredited)","Comedy,Fantasy,Horror",1990.0,95.0,2.9,vacationing family discovers entire town visiting inhabited goblin disguised human plan eat claudio fragasso rossella drudi rossella drudi uncredited claudio fragasso comedy fantasy horror
4809,ravenous,"In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.",Antonia Bird,Ted Griffin,"Adventure,Drama,Horror",1999.0,101.0,6.9,remote military outpost th century captain john boyd regiment embark rescue mission take dark turn ambushed sadistic cannibal ted griffin antonia bird adventure drama horror
4810,a most wanted man,"A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.",Anton Corbijn,"Stephen Cornwell,Andrew Bovell,John le Carré","Crime,Drama,Thriller",2014.0,122.0,6.7,chechen muslim illegally immigrates hamburg get caught international war terror stephen cornwell andrew bovell john le carr anton corbijn crime drama thriller
4811,what comes around,"In this immersive thriller directed by Amy Redford, a young love affair becomes a menacing game of cat and mouse. Nothing and no one are as they seem.",Amy Redford,,"Drama,Mystery,Thriller",2022.0,85.0,5.2,immersive thriller directed amy redford young love affair becomes menacing game cat mouse nothing one seem amy redford drama mystery thriller
4812,code 8: part ii,"Follows a girl fighting to get justice for her slain brother by corrupt police officers. She enlists the help of an ex-con and his former partner, they face a highly regarded and well protected police sergeant who doesn't want to be.",Jeff Chan,"Chris Pare,Jeff Chan,Sherren Lee","Action,Crime,Drama",2024.0,100.0,,follows girl fighting get justice slain brother corrupt police officer enlists help ex con former partner face highly regarded well protected police sergeant want chris pare jeff chan sherren lee jeff chan action crime drama
4813,haywire,A black ops super soldier seeks payback after she is betrayed and set up during a mission.,Steven Soderbergh,Lem Dobbs,"Action,Drama,Thriller",2011.0,93.0,5.8,black ops super soldier seek payback betrayed set mission lem dobbs steven soderbergh action drama thriller
4814,magnum force,"Inspector ""Dirty"" Harry Callahan pursues a conspiracy of vigilante cops, who are not above going beyond the law to kill San Francisco's undesirables.",Ted Post,"Rita M. Fink,John Milius,Harry Julian Fink","Action,Crime,Mystery",1973.0,124.0,7.2,inspector dirty harry callahan pursues conspiracy vigilante cop going beyond law kill san francisco undesirable rita fink john milius harry julian fink ted post action crime mystery
4815,the outlaws,"Based on real events, this crime action film depicts a Seoul detective's attempts to keep peace while two Chinese-Korean gangs battle over turf in the neighborhood.",Yunsung Kang,Yunsung Kang,"Action,Crime,Thriller",2017.0,121.0,7.2,based real event crime action film depicts seoul detective attempt keep peace two chinese korean gang battle turf neighborhood yunsung kang yunsung kang action crime thriller
4816,the killing fields,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",Roland Joffé,Bruce Robinson,"Biography,Drama,History",1984.0,141.0,7.8,journalist trapped cambodia tyrant pol pot bloody year zero cleansing campaign claimed life two million undesirable civilian bruce robinson roland joff biography drama history
4817,i'm still here,Documents Joaquin Phoenix's transition from the acting world to a career as an aspiring rapper.,Casey Affleck,"Joaquin Phoenix,Casey Affleck","Comedy,Drama,Music",2010.0,108.0,6.2,document joaquin phoenix transition acting world career aspiring rapper joaquin phoenix casey affleck casey affleck comedy drama music
4818,beasts of no nation,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",Cary Joji Fukunaga,"Uzodinma Iweala,Cary Joji Fukunaga","Drama,War",2015.0,137.0,7.7,drama based experience agu child soldier fighting civil war unnamed african country uzodinma iweala cary joji fukunaga cary joji fukunaga drama war
4819,polaroid,"High school loner Bird Fitcher has no idea what dark secrets are tied to the Polaroid camera she finds. It doesn't take long to discover that those who have their picture taken with it, soon die.",Lars Klevberg,"Lars Klevberg,Blair Butler","Drama,Horror,Mystery",2019.0,88.0,5.1,high school loner bird fitcher idea dark secret tied polaroid camera find take long discover picture taken soon die lars klevberg blair butler lars klevberg drama horror mystery
4820,eighth grade,An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.,Bo Burnham,Bo Burnham,"Comedy,Drama",2018.0,93.0,7.4,introverted teenage girl try survive last week disastrous eighth grade year leaving start high school bo burnham bo burnham comedy drama
4821,juice,"Four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as ""the juice"".",Ernest R. Dickerson,"Gerard Brown,Ernest R. Dickerson","Action,Crime,Drama",1992.0,95.0,7.0,four inner city teenager get caught pursuit power happiness refer juice gerard brown ernest r dickerson ernest r dickerson action crime drama
4822,endless love,The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,Shana Feste,"Scott Spencer,Shana Feste,Joshua Safran","Drama,Romance",2014.0,104.0,6.2,story privileged girl charismatic boy whose instant desire spark love affair made reckless parent trying keep apart scott spencer shana feste joshua safran shana feste drama romance
4823,the one,"A rogue Multiverse agent goes on a manhunt for alternate versions of himself, getting stronger with each kill. Only the last version of himself, an LASD cop, can stop his crusade before he becomes ""The One"".",James Wong,"Glen Morgan,James Wong","Action,Sci-Fi,Thriller",2001.0,87.0,5.9,rogue multiverse agent go manhunt alternate version getting stronger kill last version lasd cop stop crusade becomes one glen morgan james wong james wong action sci fi thriller
4824,beyond the law,"An undercover cop joins a murderous, arms-dealing biker gang to try to put them behind bars.",Larry Ferguson,Larry Ferguson,"Crime,Drama,Thriller",1993.0,108.0,6.4,undercover cop join murderous arm dealing biker gang try put behind bar larry ferguson larry ferguson crime drama thriller
4825,timecop,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",Peter Hyams,"Mike Richardson,Mark Verheiden","Action,Crime,Sci-Fi",1994.0,99.0,5.9,max walker officer security agency regulates time travel must fend life shady politician intent changing past control future mike richardson mark verheiden peter hyams action crime sci fi
4826,modern times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Charles Chaplin,Charles Chaplin,"Comedy,Drama,Romance",1936.0,87.0,8.5,tramp struggle live modern industrial society help young homeless woman charles chaplin charles chaplin comedy drama romance
4827,dreamcatcher,Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.,Lawrence Kasdan,"Stephen King,Lawrence Kasdan,William Goldman","Drama,Horror,Sci-Fi",2003.0,136.0,5.5,friend camping trip discover town vacationing plagued unusual fashion parasitic alien outer space stephen king lawrence kasdan william goldman lawrence kasdan drama horror sci fi
4828,american mary,"The allure of easy money sends Mary Mason, a medical student, into the world of underground surgeries which ends up leaving more marks on her than her so-called ""freakish"" clients.","Jen Soska,Sylvia Soska","Jen Soska,Sylvia Soska","Drama,Horror",2012.0,103.0,6.2,allure easy money sends mary mason medical student world underground surgery end leaving mark called freakish client jen soska sylvia soska jen soska sylvia soska drama horror
4829,hustle & flow,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.",Craig Brewer,Craig Brewer,"Crime,Drama,Music",2005.0,116.0,7.3,help friend memphis pimp mid life crisis attempt become successful hip hop emcee craig brewer craig brewer crime drama music
4830,don't let go,"After a man's family dies in what appears to be a murder, he gets a phone call from one of the dead, his niece. He's not sure if she's a ghost or if he's going mad, but as it turns out, he's not.",Jacob Estes,"Jacob Estes,Drew Daywalt","Drama,Horror,Mystery",2019.0,103.0,6.4,man family dy appears murder get phone call one dead niece sure ghost going mad turn jacob estes drew daywalt jacob estes drama horror mystery
4831,street kings,"An undercover cop, disillusioned by the death of his wife, is implicated in the murder of an officer and must struggle to clear himself.",David Ayer,"Kurt Wimmer,James Ellroy,Jamie Moss","Action,Crime,Thriller",2008.0,109.0,6.8,undercover cop disillusioned death wife implicated murder officer must struggle clear kurt wimmer james ellroy jamie moss david ayer action crime thriller
4832,the new boy,Story of a nine-year-old aboriginal Australian orphan boy who arrives in the dead of night at a remote monastery run by a renegade nun.,Warwick Thornton,Warwick Thornton,"Drama,Fantasy,History",2023.0,116.0,5.7,story nine year old aboriginal australian orphan boy arrives dead night remote monastery run renegade nun warwick thornton warwick thornton drama fantasy history
4833,the crush,"A journalist becomes the unwanted center of attention for a 14-year-old girl, who proceeds to sabotage his life after he refuses her sexual advances.",Alan Shapiro,Alan Shapiro,"Crime,Drama,Romance",1993.0,89.0,5.8,journalist becomes unwanted center attention year old girl proceeds sabotage life refuse sexual advance alan shapiro alan shapiro crime drama romance
4834,harry and tonto,"When his apartment building is torn down, a retired lifelong New Yorker goes on a cross-country odyssey with his beloved cat Tonto.",Paul Mazursky,"Josh Greenfeld,Paul Mazursky","Adventure,Comedy,Drama",1974.0,115.0,7.3,apartment building torn retired lifelong new yorker go cross country odyssey beloved cat tonto josh greenfeld paul mazursky paul mazursky adventure comedy drama
4835,superman iv: the quest for peace,"The Man of Steel crusades for nuclear disarmament and meets Lex Luthor's latest creation, Nuclear Man.",Sidney J. Furie,"Joe Shuster,Christopher Reeve,Jerry Siegel","Action,Adventure,Sci-Fi",1987.0,90.0,3.7,man steel crusade nuclear disarmament meet lex luthor latest creation nuclear man joe shuster christopher reeve jerry siegel sidney j furie action adventure sci fi
4836,the grapes of wrath,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",John Ford,"John Steinbeck,Nunnally Johnson",Drama,1940.0,129.0,8.1,oklahoma family driven farm poverty hopelessness dust bowl join westward migration california suffering misfortune homeless great depression john steinbeck nunnally johnson john ford drama
4837,the long weekend,"A comedy about two brothers, uptight Ed and playboy Cooper. Ed has a weekend to save his career, but Cooper has other plans for the weekend; to help his stressed out brother get lucky with the ladies.",Pat Holden,Tad Safran,Comedy,2005.0,90.0,5.2,comedy two brother uptight ed playboy cooper ed weekend save career cooper plan weekend help stressed brother get lucky lady tad safran pat holden comedy
